band_id,wavelength_nm,response
B04,344.0,0.0
B04,345.0,0.0
B04,346.0,0.0
B04,347.0,0.0
B04,348.0,0.0
B04,349.0,0.0
B04,350.0,0.0
B04,351.0,0.0
B04,352.0,0.0
B04,353.0,0.0
B04,354.0,0.0
B04,355.0,0.0
B04,356.0,0.0
B04,357.0,0.0
B04,358.0,0.0
B04,359.0,0.0
B04,360.0,0.0
B04,361.0,0.0
B04,362.0,0.0
B04,363.0,0.0
B04,364.0,0.0
B04,365.0,0.0
B04,366.0,0.0
B04,367.0,0.0
B04,368.0,0.0
B04,369.0,0.0
B04,370.0,0.0
B04,371.0,0.0
B04,372.0,0.0
B04,373.0,0.0
B04,374.0,0.0
B04,375.0,0.0
B04,376.0,0.0
B04,377.0,0.0
B04,378.0,0.0
B04,379.0,0.0
B04,380.0,0.0
B04,381.0,0.0
B04,382.0,0.0
B04,383.0,0.0
B04,384.0,0.0
B04,385.0,0.0
B04,386.0,0.0
B04,387.0,0.0
B04,388.0,0.0
B04,389.0,0.0
B04,390.0,0.0
B04,391.0,0.0
B04,392.0,0.0
B04,393.0,0.0
B04,394.0,0.0
B04,395.0,0.0
B04,396.0,0.0
B04,397.0,0.0
B04,398.0,0.0
B04,399.0,0.0
B04,400.0,0.0
B04,401.0,0.0
B04,402.0,0.0
B04,403.0,0.0
B04,404.0,0.0
B04,405.0,0.0
B04,406.0,0.0
B04,407.0,0.0
B04,408.0,0.0
B04,409.0,0.0
B04,410.0,0.0
B04,411.0,0.0
B04,412.0,0.0
B04,413.0,0.0
B04,414.0,0.0
B04,415.0,0.0
B04,416.0,0.0
B04,417.0,0.0
B04,418.0,0.0
B04,419.0,0.0
B04,420.0,0.0
B04,421.0,0.0
B04,422.0,0.0
B04,423.0,0.0
B04,424.0,0.0
B04,425.0,0.0
B04,426.0,0.0
B04,427.0,0.0
B04,428.0,0.0
B04,429.0,0.0
B04,430.0,0.0
B04,431.0,0.0
B04,432.0,0.0
B04,433.0,0.0
B04,434.0,0.0
B04,435.0,0.0
B04,436.0,0.0
B04,437.0,0.0
B04,438.0,0.0
B04,439.0,0.0
B04,440.0,0.0
B04,441.0,0.0
B04,442.0,0.0
B04,443.0,0.0
B04,444.0,0.0
B04,445.0,0.0
B04,446.0,0.0
B04,447.0,0.0
B04,448.0,0.0
B04,449.0,0.0
B04,450.0,0.0
B04,451.0,0.0
B04,452.0,0.0
B04,453.0,0.0
B04,454.0,0.0
B04,455.0,0.0
B04,456.0,0.0
B04,457.0,0.0
B04,458.0,0.0
B04,459.0,0.0
B04,460.0,0.0
B04,461.0,0.0
B04,462.0,0.0
B04,463.0,0.0
B04,464.0,0.0
B04,465.0,0.0
B04,466.0,0.0
B04,467.0,0.0
B04,468.0,0.0
B04,469.0,0.0
B04,470.0,0.0
B04,471.0,0.0
B04,472.0,0.0
B04,473.0,0.0
B04,474.0,0.0
B04,475.0,0.0
B04,476.0,0.0
B04,477.0,0.0
B04,478.0,0.0
B04,479.0,0.0
B04,480.0,0.0
B04,481.0,0.0
B04,482.0,0.0
B04,483.0,0.0
B04,484.0,0.0
B04,485.0,0.0
B04,486.0,0.0
B04,487.0,0.0
B04,488.0,0.0
B04,489.0,0.0
B04,490.0,0.0
B04,491.0,0.0
B04,492.0,0.0
B04,493.0,0.0
B04,494.0,0.0
B04,495.0,0.0
B04,496.0,0.0
B04,497.0,0.0
B04,498.0,0.0
B04,499.0,0.0
B04,500.0,0.0
B04,501.0,0.0
B04,502.0,0.0
B04,503.0,0.0
B04,504.0,0.0
B04,505.0,0.0
B04,506.0,0.0
B04,507.0,0.0
B04,508.0,0.0
B04,509.0,0.0
B04,510.0,0.0
B04,511.0,0.0
B04,512.0,0.0
B04,513.0,0.0
B04,514.0,0.0
B04,515.0,0.0
B04,516.0,0.0
B04,517.0,0.0
B04,518.0,0.0
B04,519.0,0.0
B04,520.0,0.0
B04,521.0,0.0
B04,522.0,0.0
B04,523.0,0.0
B04,524.0,0.0
B04,525.0,0.0
B04,526.0,0.0
B04,527.0,0.0
B04,528.0,0.0
B04,529.0,0.0
B04,530.0,0.0
B04,531.0,0.0
B04,532.0,0.0
B04,533.0,0.0
B04,534.0,0.0
B04,535.0,0.0
B04,536.0,0.0
B04,537.0,0.0
B04,538.0,0.0
B04,539.0,0.0
B04,540.0,0.0
B04,541.0,0.0
B04,542.0,0.0
B04,543.0,0.0
B04,544.0,0.0
B04,545.0,0.0
B04,546.0,0.0
B04,547.0,0.0
B04,548.0,0.0
B04,549.0,0.0
B04,550.0,0.0
B04,551.0,0.0
B04,552.0,0.0
B04,553.0,0.0
B04,554.0,0.0
B04,555.0,0.0
B04,556.0,0.0
B04,557.0,0.0
B04,558.0,0.0
B04,559.0,0.0
B04,560.0,0.0
B04,561.0,0.0
B04,562.0,0.0
B04,563.0,0.0
B04,564.0,0.0
B04,565.0,0.0
B04,566.0,0.0
B04,567.0,0.0
B04,568.0,0.0
B04,569.0,0.0
B04,570.0,0.0
B04,571.0,0.0
B04,572.0,0.0
B04,573.0,0.0
B04,574.0,0.0
B04,575.0,0.0
B04,576.0,0.0
B04,577.0,0.0
B04,578.0,0.0
B04,579.0,0.0
B04,580.0,0.0
B04,581.0,0.0
B04,582.0,0.0
B04,583.0,0.0
B04,584.0,0.0
B04,585.0,0.0
B04,586.0,0.0
B04,587.0,0.0
B04,588.0,0.0
B04,589.0,0.0
B04,590.0,0.0
B04,591.0,0.0
B04,592.0,0.0
B04,593.0,0.0
B04,594.0,0.0
B04,595.0,0.0
B04,596.0,0.0
B04,597.0,0.0
B04,598.0,0.0
B04,599.0,0.0
B04,600.0,0.0
B04,601.0,0.0
B04,602.0,0.0
B04,603.0,0.0
B04,604.0,0.0
B04,605.0,0.0
B04,606.0,0.0
B04,607.0,0.0
B04,608.0,0.0
B04,609.0,0.0
B04,610.0,0.0
B04,611.0,0.0
B04,612.0,0.0
B04,613.0,0.0
B04,614.0,0.0
B04,615.0,0.0
B04,616.0,0.0
B04,617.0,0.0
B04,618.0,0.0
B04,619.0,0.0
B04,620.0,0.0
B04,621.0,0.0
B04,622.0,0.0
B04,623.0,0.0
B04,624.0,0.0
B04,625.0,0.0
B04,626.0,0.0
B04,627.0,0.0
B04,628.0,0.0
B04,629.0,0.0
B04,630.0,0.0
B04,631.0,0.0
B04,632.0,0.0
B04,633.0,0.0
B04,634.0,0.0
B04,635.0,0.0
B04,636.0,0.0
B04,637.0,0.0
B04,638.0,0.0
B04,639.0,0.0
B04,640.0,0.0
B04,641.0,0.0
B04,642.0,0.0
B04,643.0,0.0
B04,644.0,0.0
B04,645.0,0.0
B04,646.0,0.00499358
B04,647.0,0.02642563
B04,648.0,0.11905127
B04,649.0,0.333204
B04,650.0,0.59813448
B04,651.0,0.80612041
B04,652.0,0.91152955
B04,653.0,0.92179127
B04,654.0,0.91677167
B04,655.0,0.90751672
B04,656.0,0.89867522
B04,657.0,0.89413622
B04,658.0,0.89685141
B04,659.0,0.89933396
B04,660.0,0.90191681
B04,661.0,0.90710817
B04,662.0,0.9164622
B04,663.0,0.92908702
B04,664.0,0.9426682
B04,665.0,0.95591935
B04,666.0,0.96854537
B04,667.0,0.98264967
B04,668.0,0.99231022
B04,669.0,1.0
B04,670.0,0.99904114
B04,671.0,0.99257339
B04,672.0,0.97943242
B04,673.0,0.96553214
B04,674.0,0.95377013
B04,675.0,0.94146127
B04,676.0,0.92151286
B04,677.0,0.89308475
B04,678.0,0.83539461
B04,679.0,0.69759082
B04,680.0,0.49483622
B04,681.0,0.27886075
B04,682.0,0.10892715
B04,683.0,0.03028701
B04,684.0,0.00747382
B04,685.0,0.00087148
B04,686.0,0.0
B04,687.0,0.0
B04,688.0,0.0
B04,689.0,0.0
B04,690.0,0.0
B04,691.0,0.0
B04,692.0,0.0
B04,693.0,0.0
B04,694.0,0.0
B04,695.0,0.0
B04,696.0,0.0
B04,697.0,0.0
B04,698.0,0.0
B04,699.0,0.0
B04,700.0,0.0
B04,701.0,0.0
B04,702.0,0.0
B04,703.0,0.0
B04,704.0,0.0
B04,705.0,0.0
B04,706.0,0.0
B04,707.0,0.0
B04,708.0,0.0
B04,709.0,0.0
B04,710.0,0.0
B04,711.0,0.0
B04,712.0,0.0
B04,713.0,0.0
B04,714.0,0.0
B04,715.0,0.0
B04,716.0,0.0
B04,717.0,0.0
B04,718.0,0.0
B04,719.0,0.0
B04,720.0,0.0
B04,721.0,0.0
B04,722.0,0.0
B04,723.0,0.0
B04,724.0,0.0
B04,725.0,0.0
B04,726.0,0.0
B04,727.0,0.0
B04,728.0,0.0
B04,729.0,0.0
B04,730.0,0.0
B04,731.0,0.0
B04,732.0,0.0
B04,733.0,0.0
B04,734.0,0.0
B04,735.0,0.0
B04,736.0,0.0
B04,737.0,0.0
B04,738.0,0.0
B04,739.0,0.0
B04,740.0,0.0
B04,741.0,0.0
B04,742.0,0.0
B04,743.0,0.0
B04,744.0,0.0
B04,745.0,0.0
B04,746.0,0.0
B04,747.0,0.0
B04,748.0,0.0
B04,749.0,0.0
B04,750.0,0.0
B04,751.0,0.0
B04,752.0,0.0
B04,753.0,0.0
B04,754.0,0.0
B04,755.0,0.0
B04,756.0,0.0
B04,757.0,0.0
B04,758.0,0.0
B04,759.0,0.0
B04,760.0,0.0
B04,761.0,0.0
B04,762.0,0.0
B04,763.0,0.0
B04,764.0,0.0
B04,765.0,0.0
B04,766.0,0.0
B04,767.0,0.0
B04,768.0,0.0
B04,769.0,0.0
B04,770.0,0.0
B04,771.0,0.0
B04,772.0,0.0
B04,773.0,0.0
B04,774.0,0.0
B04,775.0,0.0
B04,776.0,0.0
B04,777.0,0.0
B04,778.0,0.0
B04,779.0,0.0
B04,780.0,0.0
B04,781.0,0.0
B04,782.0,0.0
B04,783.0,0.0
B04,784.0,0.0
B04,785.0,0.0
B04,786.0,0.0
B04,787.0,0.0
B04,788.0,0.0
B04,789.0,0.0
B04,790.0,0.0
B04,791.0,0.0
B04,792.0,0.0
B04,793.0,0.0
B04,794.0,0.0
B04,795.0,0.0
B04,796.0,0.0
B04,797.0,0.0
B04,798.0,0.0
B04,799.0,0.0
B04,800.0,0.0
B04,801.0,0.0
B04,802.0,0.0
B04,803.0,0.0
B04,804.0,0.0
B04,805.0,0.0
B04,806.0,0.0
B04,807.0,0.0
B04,808.0,0.0
B04,809.0,0.0
B04,810.0,0.0
B04,811.0,0.0
B04,812.0,0.0
B04,813.0,0.0
B04,814.0,0.0
B04,815.0,0.0
B04,816.0,0.0
B04,817.0,0.0
B04,818.0,0.0
B04,819.0,0.0
B04,820.0,0.0
B04,821.0,0.0
B04,822.0,0.0
B04,823.0,0.0
B04,824.0,0.0
B04,825.0,0.0
B04,826.0,0.0
B04,827.0,0.0
B04,828.0,0.0
B04,829.0,0.0
B04,830.0,0.0
B04,831.0,0.0
B04,832.0,0.0
B04,833.0,0.0
B04,834.0,0.0
B04,835.0,0.0
B04,836.0,0.0
B04,837.0,0.0
B04,838.0,0.0
B04,839.0,0.0
B04,840.0,0.0
B04,841.0,0.0
B04,842.0,0.0
B04,843.0,0.0
B04,844.0,0.0
B04,845.0,0.0
B04,846.0,0.0
B04,847.0,0.0
B04,848.0,0.0
B04,849.0,0.0
B04,850.0,0.0
B04,851.0,0.0
B04,852.0,0.0
B04,853.0,0.0
B04,854.0,0.0
B04,855.0,0.0
B04,856.0,0.0
B04,857.0,0.0
B04,858.0,0.0
B04,859.0,0.0
B04,860.0,0.0
B04,861.0,0.0
B04,862.0,0.0
B04,863.0,0.0
B04,864.0,0.0
B04,865.0,0.0
B04,866.0,0.0
B04,867.0,0.0
B04,868.0,0.0
B04,869.0,0.0
B04,870.0,0.0
B04,871.0,0.0
B04,872.0,0.0
B04,873.0,0.0
B04,874.0,0.0
B04,875.0,0.0
B04,876.0,0.0
B04,877.0,0.0
B04,878.0,0.0
B04,879.0,0.0
B04,880.0,0.0
B04,881.0,0.0
B04,882.0,0.0
B04,883.0,0.0
B04,884.0,0.0
B04,885.0,0.0
B04,886.0,0.0
B04,887.0,0.0
B04,888.0,0.0
B04,889.0,0.0
B04,890.0,0.0
B04,891.0,0.0
B04,892.0,0.0
B04,893.0,0.0
B04,894.0,0.0
B04,895.0,0.0
B04,896.0,0.0
B04,897.0,0.0
B04,898.0,0.0
B04,899.0,0.0
B04,900.0,0.0
B04,901.0,0.0
B04,902.0,0.0
B04,903.0,0.0
B04,904.0,0.0
B04,905.0,0.0
B04,906.0,0.0
B04,907.0,0.0
B04,908.0,0.0
B04,909.0,0.0
B04,910.0,0.0
B04,911.0,0.0
B04,912.0,0.0
B04,913.0,0.0
B04,914.0,0.0
B04,915.0,0.0
B04,916.0,0.0
B04,917.0,0.0
B04,918.0,0.0
B04,919.0,0.0
B04,920.0,0.0
B04,921.0,0.0
B04,922.0,0.0
B04,923.0,0.0
B04,924.0,0.0
B04,925.0,0.0
B04,926.0,0.0
B04,927.0,0.0
B04,928.0,0.0
B04,929.0,0.0
B04,930.0,0.0
B04,931.0,0.0
B04,932.0,0.0
B04,933.0,0.0
B04,934.0,0.0
B04,935.0,0.0
B04,936.0,0.0
B04,937.0,0.0
B04,938.0,0.0
B04,939.0,0.0
B04,940.0,0.0
B04,941.0,0.0
B04,942.0,0.0
B04,943.0,0.0
B04,944.0,0.0
B04,945.0,0.0
B04,946.0,0.0
B04,947.0,0.0
B04,948.0,0.0
B04,949.0,0.0
B04,950.0,0.0
B04,951.0,0.0
B04,952.0,0.0
B04,953.0,0.0
B04,954.0,0.0
B04,955.0,0.0
B04,956.0,0.0
B04,957.0,0.0
B04,958.0,0.0
B04,959.0,0.0
B04,960.0,0.0
B04,961.0,0.0
B04,962.0,0.0
B04,963.0,0.0
B04,964.0,0.0
B04,965.0,0.0
B04,966.0,0.0
B04,967.0,0.0
B04,968.0,0.0
B04,969.0,0.0
B04,970.0,0.0
B04,971.0,0.0
B04,972.0,0.0
B04,973.0,0.0
B04,974.0,0.0
B04,975.0,0.0
B04,976.0,0.0
B04,977.0,0.0
B04,978.0,0.0
B04,979.0,0.0
B04,980.0,0.0
B04,981.0,0.0
B04,982.0,0.0
B04,983.0,0.0
B04,984.0,0.0
B04,985.0,0.0
B04,986.0,0.0
B04,987.0,0.0
B04,988.0,0.0
B04,989.0,0.0
B04,990.0,0.0
B04,991.0,0.0
B04,992.0,0.0
B04,993.0,0.0
B04,994.0,0.0
B04,995.0,0.0
B04,996.0,0.0
B04,997.0,0.0
B04,998.0,0.0
B04,999.0,0.0
B04,1000.0,0.0
B04,1001.0,0.0
B04,1002.0,0.0
B04,1003.0,0.0
B04,1004.0,0.0
B04,1005.0,0.0
B04,1006.0,0.0
B04,1007.0,0.0
B04,1008.0,0.0
B04,1009.0,0.0
B04,1010.0,0.0
B04,1011.0,0.0
B04,1012.0,0.0
B04,1013.0,0.0
B04,1014.0,0.0
B04,1015.0,0.0
B04,1016.0,0.0
B04,1017.0,0.0
B04,1018.0,0.0
B04,1019.0,0.0
B04,1020.0,0.0
B04,1021.0,0.0
B04,1022.0,0.0
B04,1023.0,0.0
B04,1024.0,0.0
B04,1025.0,0.0
B04,1026.0,0.0
B04,1027.0,0.0
B04,1028.0,0.0
B04,1029.0,0.0
B04,1030.0,0.0
B04,1031.0,0.0
B04,1032.0,0.0
B04,1033.0,0.0
B04,1034.0,0.0
B04,1035.0,0.0
B04,1036.0,0.0
B04,1037.0,0.0
B04,1038.0,0.0
B04,1039.0,0.0
B04,1040.0,0.0
B04,1041.0,0.0
B04,1042.0,0.0
B04,1043.0,0.0
B04,1044.0,0.0
B04,1045.0,0.0
B04,1046.0,0.0
B04,1047.0,0.0
B04,1048.0,0.0
B04,1049.0,0.0
B04,1050.0,0.0
B04,1051.0,0.0
B04,1052.0,0.0
B04,1053.0,0.0
B04,1054.0,0.0
B04,1055.0,0.0
B04,1056.0,0.0
B04,1057.0,0.0
B04,1058.0,0.0
B04,1059.0,0.0
B04,1060.0,0.0
B04,1061.0,0.0
B04,1062.0,0.0
B04,1063.0,0.0
B04,1064.0,0.0
B04,1065.0,0.0
B04,1066.0,0.0
B04,1067.0,0.0
B04,1068.0,0.0
B04,1069.0,0.0
B04,1070.0,0.0
B04,1071.0,0.0
B04,1072.0,0.0
B04,1073.0,0.0
B04,1074.0,0.0
B04,1075.0,0.0
B04,1076.0,0.0
B04,1077.0,0.0
B04,1078.0,0.0
B04,1079.0,0.0
B04,1080.0,0.0
B04,1081.0,0.0
B04,1082.0,0.0
B04,1083.0,0.0
B04,1084.0,0.0
B04,1085.0,0.0
B04,1086.0,0.0
B04,1087.0,0.0
B04,1088.0,0.0
B04,1089.0,0.0
B04,1090.0,0.0
B04,1091.0,0.0
B04,1092.0,0.0
B04,1093.0,0.0
B04,1094.0,0.0
B04,1095.0,0.0
B04,1096.0,0.0
B04,1097.0,0.0
B04,1098.0,0.0
B04,1099.0,0.0
B04,1100.0,0.0
B04,1101.0,0.0
B04,1102.0,0.0
B04,1103.0,0.0
B04,1104.0,0.0
B04,1105.0,0.0
B04,1106.0,0.0
B04,1107.0,0.0
B04,1108.0,0.0
B04,1109.0,0.0
B04,1110.0,0.0
B04,1111.0,0.0
B04,1112.0,0.0
B04,1113.0,0.0
B04,1114.0,0.0
B04,1115.0,0.0
B04,1116.0,0.0
B04,1117.0,0.0
B04,1118.0,0.0
B04,1119.0,0.0
B04,1120.0,0.0
B04,1121.0,0.0
B04,1122.0,0.0
B04,1123.0,0.0
B04,1124.0,0.0
B04,1125.0,0.0
B04,1126.0,0.0
B04,1127.0,0.0
B04,1128.0,0.0
B04,1129.0,0.0
B04,1130.0,0.0
B04,1131.0,0.0
B04,1132.0,0.0
B04,1133.0,0.0
B04,1134.0,0.0
B04,1135.0,0.0
B04,1136.0,0.0
B04,1137.0,0.0
B04,1138.0,0.0
B04,1139.0,0.0
B04,1140.0,0.0
B04,1141.0,0.0
B04,1142.0,0.0
B04,1143.0,0.0
B04,1144.0,0.0
B04,1145.0,0.0
B04,1146.0,0.0
B04,1147.0,0.0
B04,1148.0,0.0
B04,1149.0,0.0
B04,1150.0,0.0
B04,1151.0,0.0
B04,1152.0,0.0
B04,1153.0,0.0
B04,1154.0,0.0
B04,1155.0,0.0
B04,1156.0,0.0
B04,1157.0,0.0
B04,1158.0,0.0
B04,1159.0,0.0
B04,1160.0,0.0
B04,1161.0,0.0
B04,1162.0,0.0
B04,1163.0,0.0
B04,1164.0,0.0
B04,1165.0,0.0
B04,1166.0,0.0
B04,1167.0,0.0
B04,1168.0,0.0
B04,1169.0,0.0
B04,1170.0,0.0
B04,1171.0,0.0
B04,1172.0,0.0
B04,1173.0,0.0
B04,1174.0,0.0
B04,1175.0,0.0
B04,1176.0,0.0
B04,1177.0,0.0
B04,1178.0,0.0
B04,1179.0,0.0
B04,1180.0,0.0
B04,1181.0,0.0
B04,1182.0,0.0
B04,1183.0,0.0
B04,1184.0,0.0
B04,1185.0,0.0
B04,1186.0,0.0
B04,1187.0,0.0
B04,1188.0,0.0
B04,1189.0,0.0
B04,1190.0,0.0
B04,1191.0,0.0
B04,1192.0,0.0
B04,1193.0,0.0
B04,1194.0,0.0
B04,1195.0,0.0
B04,1196.0,0.0
B04,1197.0,0.0
B04,1198.0,0.0
B04,1199.0,0.0
B04,1200.0,0.0
B04,1201.0,0.0
B04,1202.0,0.0
B04,1203.0,0.0
B04,1204.0,0.0
B04,1205.0,0.0
B04,1206.0,0.0
B04,1207.0,0.0
B04,1208.0,0.0
B04,1209.0,0.0
B04,1210.0,0.0
B04,1211.0,0.0
B04,1212.0,0.0
B04,1213.0,0.0
B04,1214.0,0.0
B04,1215.0,0.0
B04,1216.0,0.0
B04,1217.0,0.0
B04,1218.0,0.0
B04,1219.0,0.0
B04,1220.0,0.0
B04,1221.0,0.0
B04,1222.0,0.0
B04,1223.0,0.0
B04,1224.0,0.0
B04,1225.0,0.0
B04,1226.0,0.0
B04,1227.0,0.0
B04,1228.0,0.0
B04,1229.0,0.0
B04,1230.0,0.0
B04,1231.0,0.0
B04,1232.0,0.0
B04,1233.0,0.0
B04,1234.0,0.0
B04,1235.0,0.0
B04,1236.0,0.0
B04,1237.0,0.0
B04,1238.0,0.0
B04,1239.0,0.0
B04,1240.0,0.0
B04,1241.0,0.0
B04,1242.0,0.0
B04,1243.0,0.0
B04,1244.0,0.0
B04,1245.0,0.0
B04,1246.0,0.0
B04,1247.0,0.0
B04,1248.0,0.0
B04,1249.0,0.0
B04,1250.0,0.0
B04,1251.0,0.0
B04,1252.0,0.0
B04,1253.0,0.0
B04,1254.0,0.0
B04,1255.0,0.0
B04,1256.0,0.0
B04,1257.0,0.0
B04,1258.0,0.0
B04,1259.0,0.0
B04,1260.0,0.0
B04,1261.0,0.0
B04,1262.0,0.0
B04,1263.0,0.0
B04,1264.0,0.0
B04,1265.0,0.0
B04,1266.0,0.0
B04,1267.0,0.0
B04,1268.0,0.0
B04,1269.0,0.0
B04,1270.0,0.0
B04,1271.0,0.0
B04,1272.0,0.0
B04,1273.0,0.0
B04,1274.0,0.0
B04,1275.0,0.0
B04,1276.0,0.0
B04,1277.0,0.0
B04,1278.0,0.0
B04,1279.0,0.0
B04,1280.0,0.0
B04,1281.0,0.0
B04,1282.0,0.0
B04,1283.0,0.0
B04,1284.0,0.0
B04,1285.0,0.0
B04,1286.0,0.0
B04,1287.0,0.0
B04,1288.0,0.0
B04,1289.0,0.0
B04,1290.0,0.0
B04,1291.0,0.0
B04,1292.0,0.0
B04,1293.0,0.0
B04,1294.0,0.0
B04,1295.0,0.0
B04,1296.0,0.0
B04,1297.0,0.0
B04,1298.0,0.0
B04,1299.0,0.0
B04,1300.0,0.0
B04,1301.0,0.0
B04,1302.0,0.0
B04,1303.0,0.0
B04,1304.0,0.0
B04,1305.0,0.0
B04,1306.0,0.0
B04,1307.0,0.0
B04,1308.0,0.0
B04,1309.0,0.0
B04,1310.0,0.0
B04,1311.0,0.0
B04,1312.0,0.0
B04,1313.0,0.0
B04,1314.0,0.0
B04,1315.0,0.0
B04,1316.0,0.0
B04,1317.0,0.0
B04,1318.0,0.0
B04,1319.0,0.0
B04,1320.0,0.0
B04,1321.0,0.0
B04,1322.0,0.0
B04,1323.0,0.0
B04,1324.0,0.0
B04,1325.0,0.0
B04,1326.0,0.0
B04,1327.0,0.0
B04,1328.0,0.0
B04,1329.0,0.0
B04,1330.0,0.0
B04,1331.0,0.0
B04,1332.0,0.0
B04,1333.0,0.0
B04,1334.0,0.0
B04,1335.0,0.0
B04,1336.0,0.0
B04,1337.0,0.0
B04,1338.0,0.0
B04,1339.0,0.0
B04,1340.0,0.0
B04,1341.0,0.0
B04,1342.0,0.0
B04,1343.0,0.0
B04,1344.0,0.0
B04,1345.0,0.0
B04,1346.0,0.0
B04,1347.0,0.0
B04,1348.0,0.0
B04,1349.0,0.0
B04,1350.0,0.0
B04,1351.0,0.0
B04,1352.0,0.0
B04,1353.0,0.0
B04,1354.0,0.0
B04,1355.0,0.0
B04,1356.0,0.0
B04,1357.0,0.0
B04,1358.0,0.0
B04,1359.0,0.0
B04,1360.0,0.0
B04,1361.0,0.0
B04,1362.0,0.0
B04,1363.0,0.0
B04,1364.0,0.0
B04,1365.0,0.0
B04,1366.0,0.0
B04,1367.0,0.0
B04,1368.0,0.0
B04,1369.0,0.0
B04,1370.0,0.0
B04,1371.0,0.0
B04,1372.0,0.0
B04,1373.0,0.0
B04,1374.0,0.0
B04,1375.0,0.0
B04,1376.0,0.0
B04,1377.0,0.0
B04,1378.0,0.0
B04,1379.0,0.0
B04,1380.0,0.0
B04,1381.0,0.0
B04,1382.0,0.0
B04,1383.0,0.0
B04,1384.0,0.0
B04,1385.0,0.0
B04,1386.0,0.0
B04,1387.0,0.0
B04,1388.0,0.0
B04,1389.0,0.0
B04,1390.0,0.0
B04,1391.0,0.0
B04,1392.0,0.0
B04,1393.0,0.0
B04,1394.0,0.0
B04,1395.0,0.0
B04,1396.0,0.0
B04,1397.0,0.0
B04,1398.0,0.0
B04,1399.0,0.0
B04,1400.0,0.0
B04,1401.0,0.0
B04,1402.0,0.0
B04,1403.0,0.0
B04,1404.0,0.0
B04,1405.0,0.0
B04,1406.0,0.0
B04,1407.0,0.0
B04,1408.0,0.0
B04,1409.0,0.0
B04,1410.0,0.0
B04,1411.0,0.0
B04,1412.0,0.0
B04,1413.0,0.0
B04,1414.0,0.0
B04,1415.0,0.0
B04,1416.0,0.0
B04,1417.0,0.0
B04,1418.0,0.0
B04,1419.0,0.0
B04,1420.0,0.0
B04,1421.0,0.0
B04,1422.0,0.0
B04,1423.0,0.0
B04,1424.0,0.0
B04,1425.0,0.0
B04,1426.0,0.0
B04,1427.0,0.0
B04,1428.0,0.0
B04,1429.0,0.0
B04,1430.0,0.0
B04,1431.0,0.0
B04,1432.0,0.0
B04,1433.0,0.0
B04,1434.0,0.0
B04,1435.0,0.0
B04,1436.0,0.0
B04,1437.0,0.0
B04,1438.0,0.0
B04,1439.0,0.0
B04,1440.0,0.0
B04,1441.0,0.0
B04,1442.0,0.0
B04,1443.0,0.0
B04,1444.0,0.0
B04,1445.0,0.0
B04,1446.0,0.0
B04,1447.0,0.0
B04,1448.0,0.0
B04,1449.0,0.0
B04,1450.0,0.0
B04,1451.0,0.0
B04,1452.0,0.0
B04,1453.0,0.0
B04,1454.0,0.0
B04,1455.0,0.0
B04,1456.0,0.0
B04,1457.0,0.0
B04,1458.0,0.0
B04,1459.0,0.0
B04,1460.0,0.0
B04,1461.0,0.0
B04,1462.0,0.0
B04,1463.0,0.0
B04,1464.0,0.0
B04,1465.0,0.0
B04,1466.0,0.0
B04,1467.0,0.0
B04,1468.0,0.0
B04,1469.0,0.0
B04,1470.0,0.0
B04,1471.0,0.0
B04,1472.0,0.0
B04,1473.0,0.0
B04,1474.0,0.0
B04,1475.0,0.0
B04,1476.0,0.0
B04,1477.0,0.0
B04,1478.0,0.0
B04,1479.0,0.0
B04,1480.0,0.0
B04,1481.0,0.0
B04,1482.0,0.0
B04,1483.0,0.0
B04,1484.0,0.0
B04,1485.0,0.0
B04,1486.0,0.0
B04,1487.0,0.0
B04,1488.0,0.0
B04,1489.0,0.0
B04,1490.0,0.0
B04,1491.0,0.0
B04,1492.0,0.0
B04,1493.0,0.0
B04,1494.0,0.0
B04,1495.0,0.0
B04,1496.0,0.0
B04,1497.0,0.0
B04,1498.0,0.0
B04,1499.0,0.0
B04,1500.0,0.0
B04,1501.0,0.0
B04,1502.0,0.0
B04,1503.0,0.0
B04,1504.0,0.0
B04,1505.0,0.0
B04,1506.0,0.0
B04,1507.0,0.0
B04,1508.0,0.0
B04,1509.0,0.0
B04,1510.0,0.0
B04,1511.0,0.0
B04,1512.0,0.0
B04,1513.0,0.0
B04,1514.0,0.0
B04,1515.0,0.0
B04,1516.0,0.0
B04,1517.0,0.0
B04,1518.0,0.0
B04,1519.0,0.0
B04,1520.0,0.0
B04,1521.0,0.0
B04,1522.0,0.0
B04,1523.0,0.0
B04,1524.0,0.0
B04,1525.0,0.0
B04,1526.0,0.0
B04,1527.0,0.0
B04,1528.0,0.0
B04,1529.0,0.0
B04,1530.0,0.0
B04,1531.0,0.0
B04,1532.0,0.0
B04,1533.0,0.0
B04,1534.0,0.0
B04,1535.0,0.0
B04,1536.0,0.0
B04,1537.0,0.0
B04,1538.0,0.0
B04,1539.0,0.0
B04,1540.0,0.0
B04,1541.0,0.0
B04,1542.0,0.0
B04,1543.0,0.0
B04,1544.0,0.0
B04,1545.0,0.0
B04,1546.0,0.0
B04,1547.0,0.0
B04,1548.0,0.0
B04,1549.0,0.0
B04,1550.0,0.0
B04,1551.0,0.0
B04,1552.0,0.0
B04,1553.0,0.0
B04,1554.0,0.0
B04,1555.0,0.0
B04,1556.0,0.0
